gub	Name	startyear
56	"Don Voisko"	1866
56	"Don Voisko"	1867
56	"Don Voisko"	1868
56	"Don Voisko"	1869
56	"Don Voisko"	1870
56	"Don Voisko"	1871
57	"Dagestan"	1851
57	"Dagestan"	1852
57	"Dagestan"	1853
57	"Dagestan"	1854
57	"Dagestan"	1855
57	"Dagestan"	1856
57	"Dagestan"	1857
57	"Dagestan"	1858
57	"Dagestan"	1859
57	"Dagestan"	1860
57	"Dagestan"	1861
57	"Dagestan"	1862
57	"Dagestan"	1863
57	"Dagestan"	1864
57	"Dagestan"	1865
57	"Dagestan"	1866
57	"Dagestan"	1867
57	"Dagestan"	1868
57	"Dagestan"	1869
57	"Dagestan"	1870
57	"Dagestan"	1871
